mouse_id	Location	challenge	Genetics	Name	Plate	IL-1a	IL-5	IFN-y	TNF-a	KC_CXCL1	MCP-1_CCL2	IL-1b	IL-10	MIP-1a_CCL3	MIP-1b_CCL4	IL-17	IL-6	IL-13
51 52 50	SF	PBS	NOD2	A10.fcs	P12	0.62	1.33	<1.36	0.54	4.38	6.18	0.92	<5.60	2.71	6.23	<1.30	<2.41	2.3
51 51 49	SF	PBS	AtgH	A11.fcs	P12	0.62	<1.16	<1.36	0.9	3.36	1.7	3.15	<5.60	2.1	<0.45	<1.30	<2.41	1.72
51 57 57	SF	PBS	AtgH	A12.fcs	P12	<0.55	1.9	<1.36	0.8	16.37	3.12	2.31	<5.60	6.05	1.14	2.31	<2.41	<1.24
51 48 55	SF	PBS	NOD2	A3.fcs	P12	ND	1.25	<1.36	<0.39	ND	16.28	1.12	<5.60	<1.30	ND	<1.30	<2.41	1.39
51 57 53	SF	PBS	NOD2	A4.fcs	P12	<0.55	<1.16	<1.36	0.62	5.85	<0.92	<0.57	<5.60	15.67	2.16	<1.30	<2.41	<1.24
50 50 50	SF	PBS	NOD2	A5.fcs	P12	<0.55	<1.16	<1.36	<0.39	<1.31	<0.92	<0.57	<5.60	5.75	1.19	1.39	<2.41	<1.24
51 54 50	SF	PBS	NOD2	A6.fcs	P12	<0.55	2.03	<1.36	3.45	81.86	3.83	2.84	<5.60	33.22	5.21	<1.30	4.4	1.43
51 50 50	SF	PBS	NOD2	A7.fcs	P12	3.19	<1.16	20.88	16.4	47.48	14	4.37	<5.60	23.22	<0.45	4.3	<2.41	<1.24
51 52 51	SF	PBS	NOD2	A8.fcs	P12	<0.55	1.26	<1.36	0.5	2.59	<0.92	4.7	<5.60	<1.30	4.82	<1.30	<2.41	<1.24
50 57 50	SF	PBS	NOD2	A9.fcs	P12	<0.55	<1.16	<1.36	<0.39	3.45	1.63	1.43	<5.60	2.2	1.01	<1.30	<2.41	<1.24
51 52 50	SF	CD3/CD28	NOD2	B10.fcs	P12	2.43	26.73	1821	69.27	7.21	4.36	2.47	<5.60	194.16	113.96	48.84	39.37	2.48
51 51 49	SF	CD3/CD29	AtgH	B11.fcs	P12	ND	26.83	425.92	82.69	<1.31	10.5	10.55	<5.60	262.34	14.63	43.37	8.98	<1.24
51 57 57	SF	CD3/CD30	AtgH	B12.fcs	P12	ND	15.14	14.73	ND	34.95	19.6	10.17	<5.60	7.94	1.02	4.61	<2.41	3.46
51 48 55	SF	CD3/CD31	NOD2	B3.fcs	P12	<0.55	41.28	324.51	68.66	5.57	9.14	<0.57	<5.60	205.08	114.2	90.69	75.33	<1.24
51 57 53	SF	CD3/CD32	NOD2	B4.fcs	P12	<0.55	14.83	1147	8.82	33.93	8.3	3.84	<5.60	92.71	129.72	166.85	247.51	2.92
50 50 50	SF	CD3/CD33	NOD2	B5.fcs	P12	1.12	29.41	2042	89.66	9.55	1.47	7.87	<5.60	189.37	133.63	78.89	84.55	2.18
51 54 50	SF	CD3/CD34	NOD2	B6.fcs	P12	2.4	9.46	11023	104.15	129.29	16.14	4.09	62.08	210.02	173.8	197.08	214.84	<1.24
51 50 50	SF	CD3/CD35	NOD2	B7.fcs	P12	1.25	66.05	6008	92.95	60.02	20.48	6.01	100.04	198.01	190.73	192.53	162.32	4.05
51 52 51	SF	CD3/CD36	NOD2	B8.fcs	P12	1.85	16.63	1546	47.92	13.07	11.35	<0.57	<5.60	167.52	102.64	38.43	24.05	2.61
50 57 50	SF	CD3/CD37	NOD2	B9.fcs	P12	<0.55	18.58	2219	132.66	6.88	3.88	<0.57	28.95	ND	506.01	ND	<2.41	5.57
51 52 50	SF	Staph A.	NOD2	C10.fcs	P12	1.32	3.27	34.95	8.23	25.66	10.44	17.81	<5.60	54.18	0.52	2.47	19.04	28.36
51 51 49	SF	Staph A.	AtgH	C11.fcs	P12	1.66	2.86	1.78	5.31	35.85	1.04	3.3	<5.60	45.35	5.37	4.56	5.6	<1.24
51 57 57	SF	Staph A.	AtgH	C12.fcs	P12	2.66	4.72	12.91	9.45	138.87	9.11	9.4	<5.60	32.36	19.17	10.64	<2.41	2.25
51 48 55	SF	Staph A.	NOD2	C3.fcs	P12	0.56	<1.16	6.23	8.7	25.04	4.17	3.8	<5.60	88.45	20.91	6.52	7.6	3.53
51 57 53	SF	Staph A.	NOD2	C4.fcs	P12	0.86	<1.16	154.54	45.81	1203	22.37	5.94	<5.60	364.51	138.14	8.53	45.43	<1.24
50 50 50	SF	Staph A.	NOD2	C5.fcs	P12	0.65	5.24	59.13	2.68	16.16	2.64	7.25	<5.60	54.72	22.78	<1.30	<2.41	2.31
51 54 50	SF	Staph A.	NOD2	C6.fcs	P12	1.71	<1.16	134.37	18.02	178.33	15.99	6.13	<5.60	124.15	120.75	33.85	16.44	3.12
51 50 50	SF	Staph A.	NOD2	C7.fcs	P12	2.71	2.17	7550	80.4	868.39	79.54	14.78	159.24	350.42	223.95	33.46	ND	1.71
51 52 51	SF	Staph A.	NOD2	C8.fcs	P12	2.15	9.96	10.25	8.18	74.84	14.47	8.95	<5.60	34.13	30.65	3.1	12.22	5.59
50 57 50	SF	Staph A.	NOD2	C9.fcs	P12	1.58	3.02	515.78	17.53	163.41	4.55	5.73	<5.60	115.32	16.69	17.72	5.63	3.35
51 52 50	SF	Pseudomonas A.	NOD2	D10.fcs	P12	4.81	4.52	953.91	ND	59.69	<0.92	13.1	<5.60	106.49	<0.45	4.09	63.53	<1.24
51 51 49	SF	Pseudomonas A.	AtgH	D11.fcs	P12	<0.55	1.86	20.54	6.93	39.54	9.36	18.27	<5.60	90.51	43.65	10.13	94.15	3.86
51 57 57	SF	Pseudomonas A.	AtgH	D12.fcs	P12	1.82	6.65	25.16	11.33	ND	29.76	2.9	<5.60	149.29	<0.45	ND	40.08	ND
51 48 55	SF	Pseudomonas A.	NOD2	D3.fcs	P12	1.43	1.85	373.97	6.78	93.38	5.78	6.61	<5.60	123.28	37.36	1.49	151.39	4.37
51 57 53	SF	Pseudomonas A.	NOD2	D4.fcs	P12	3.57	3.73	2645	27.47	937.73	15.08	4.14	<5.60	386.56	103.24	30.99	419.06	5.94
50 50 50	SF	Pseudomonas A.	NOD2	D5.fcs	P12	1.31	3.6	79.49	7.23	35.29	6.15	6.82	<5.60	94.14	22.66	6.77	143.05	3.99
51 54 50	SF	Pseudomonas A.	NOD2	D6.fcs	P12	2.4	3.17	669.6	9.06	283.48	10.61	1.78	67.36	138.38	24.39	14.61	224.18	4.95
51 50 50	SF	Pseudomonas A.	NOD2	D7.fcs	P12	7.3	25.61	ND	ND	1080	ND	24.72	128.78	340.15	195.06	41.04	ND	ND
51 52 51	SF	Pseudomonas A.	NOD2	D8.fcs	P12	1.56	1.25	5.61	4.56	69.06	7.64	16.63	<5.60	45.5	2.51	3.87	44.49	6.55
50 57 50	SF	Pseudomonas A.	NOD2	D9.fcs	P12	1.77	<1.16	406.37	ND	468.27	4.87	7.75	<5.60	164.2	5.28	<1.30	ND	4.15
51 52 50	SF	Bacillus S.	NOD2	E10.fcs	P12	0.92	1.45	17.76	4.59	22.33	9.23	5.26	<5.60	47.18	21.18	3.34	32.82	3.3
51 51 49	SF	Bacillus S.	AtgH	E11.fcs	P12	2.18	2	3.77	4.4	42.89	11.22	5.68	<5.60	27.69	6.69	7.07	5.61	2.13
51 57 57	SF	Bacillus S.	AtgH	E12.fcs	P12	<0.55	14.52	ND	ND	847.53	19.26	15.19	65.02	118.17	ND	ND	ND	ND
51 48 55	SF	Bacillus S.	NOD2	E3.fcs	P12	1.81	2.37	135.37	3.01	56.66	8.18	2.75	45.39	80.89	76.74	5.53	36.77	<1.24
51 57 53	SF	Bacillus S.	NOD2	E4.fcs	P12	1.07	2.6	17.59	9.37	663.81	28.17	10.26	<5.60	227.99	42.29	<1.30	77.06	4.4
50 50 50	SF	Bacillus S.	NOD2	E5.fcs	P12	1.77	3.42	16.82	8.06	27.29	10.1	13.84	164.64	45.34	52.85	2.26	ND	ND
51 54 50	SF	Bacillus S.	NOD2	E6.fcs	P12	2.97	2.83	152.49	8.77	264.61	17.79	3.74	<5.60	98.39	37.16	3	45.8	2.27
51 50 50	SF	Bacillus S.	NOD2	E7.fcs	P12	4.72	9.9	10564	21.07	840.66	91.81	11.49	7.12	182.27	130.14	56.64	224.34	13.97
51 52 51	SF	Bacillus S.	NOD2	E8.fcs	P12	2.47	7.85	13.81	5.32	135.92	4.47	1.47	74.69	30.47	35.3	ND	22.68	<1.24
50 57 50	SF	Bacillus S.	NOD2	E9.fcs	P12	2.96	6.15	18.95	5.98	247.94	10.45	4.74	<5.60	89.54	10.77	1.65	27.1	3.31
51 52 50	SF	Clostridium P.	NOD2	F10.fcs	P12	2.69	6.02	27.06	9.96	36.22	9.7	13.99	<5.60	19.84	ND	36.28	3.91	3.23
51 51 49	SF	Clostridium P.	AtgH	F11.fcs	P12	1.73	1.23	9.89	8.13	54.74	5.32	7.18	<5.60	25.53	34.3	<1.30	20.73	2.29
51 57 57	SF	Clostridium P.	AtgH	F12.fcs	P12	1.41	5.05	2.34	38.02	722.16	13.48	15.18	<5.60	ND	ND	15.8	ND	15.48
51 48 55	SF	Clostridium P.	NOD2	F3.fcs	P12	2.77	2.07	14.64	5.3	32.24	3.02	7.15	<5.60	55.38	162.87	4.05	5.2	8.74
51 57 53	SF	Clostridium P.	NOD2	F4.fcs	P12	2.29	3.67	102.17	30.22	651.11	17.06	10.47	<5.60	157.97	64.98	7.24	292.97	15.2
50 50 50	SF	Clostridium P.	NOD2	F5.fcs	P12	1.56	3.56	13.83	4.34	9.12	11.54	7.63	<5.60	32.53	43.88	9.31	21.43	8.32
51 54 50	SF	Clostridium P.	NOD2	F6.fcs	P12	2.54	7.38	17.67	8	118.73	7.13	7.53	<5.60	51.01	32.57	2.39	27.9	6.55
51 50 50	SF	Clostridium P.	NOD2	F7.fcs	P12	ND	11.73	1662	30.96	566.63	45.19	7.08	<5.60	186.68	1.35	24.46	148.99	13.2
51 52 51	SF	Clostridium P.	NOD2	F8.fcs	P12	1.61	9.03	15.38	3.71	32.96	12.6	6.95	32.4	28.01	25.41	3.93	9.43	2.76
50 57 50	SF	Clostridium P.	NOD2	F9.fcs	P12	2.88	7.17	18.78	13.13	116.74	17.66	12.1	<5.60	7.44	17.62	31.68	<2.41	2.73
51 52 50	SF	Bacteroides V.	NOD2	G10.fcs	P12	1.69	6.21	20.14	5.94	36.34	6.78	15.84	114.43	76.51	36.4	6.9	328.88	5.86
51 51 49	SF	Bacteroides V.	AtgH	G11.fcs	P12	2.8	3.64	14.51	16.1	57.22	ND	8.44	75.38	92.27	55.55	5.59	182.3	1.82
51 57 57	SF	Bacteroides V.	AtgH	G12.fcs	P12	ND	99.83	10.6	ND	414.34	ND	14.24	<5.60	56.08	139.1	ND	ND	ND
51 48 55	SF	Bacteroides V.	NOD2	G3.fcs	P12	4.38	5.99	54.65	6.84	103.86	18.49	1.8	56.53	ND	<0.45	14.99	511.75	ND
51 57 53	SF	Bacteroides V.	NOD2	G4.fcs	P12	2.38	7.91	97.7	43.4	1001	14.11	12.94	<5.60	634.39	ND	47.47	217.17	<1.24
50 50 50	SF	Bacteroides V.	NOD2	G5.fcs	P12	<0.55	2.57	690.66	7.91	16.44	9.56	9.99	73	ND	60.81	7.83	38.55	1.56
51 54 50	SF	Bacteroides V.	NOD2	G6.fcs	P12	3.77	12.76	25.39	21.71	339.44	21.11	13.68	240.36	168.31	ND	22.22	358.38	5.81
51 50 50	SF	Bacteroides V.	NOD2	G7.fcs	P12	4.21	22.94	1926	33.35	876.98	46.04	8.74	114.96	319.74	141.92	18.61	756.78	4.99
51 52 51	SF	Bacteroides V.	NOD2	G8.fcs	P12	3.3	8.76	22.55	6.37	70.11	7.75	7.93	<5.60	65.31	ND	<1.30	202.02	2.62
50 57 50	SF	Bacteroides V.	NOD2	G9.fcs	P12	6.39	2.86	10.75	7.91	206.45	6.81	9.7	84.86	57.77	19.22	1.76	ND	13.04
51 52 50	SF	Candida A.	NOD2	H10.fcs	P12	2.28	4.95	3.76	3.08	26.19	8.02	10.1	161.3	12.92	30.96	9	7.16	<1.24
51 51 49	SF	Candida A.	AtgH	H11.fcs	P12	2.47	5.84	15.43	2.5	26.47	12.77	10.28	37.01	12.29	4.31	9.36	26.04	4.23
51 57 57	SF	Candida A.	AtgH	H12.fcs	P12	2.34	9.06	11.74	2.53	45.9	11.2	16.63	71.08	29.52	<0.45	6.49	15.72	7.38
51 48 55	SF	Candida A.	NOD2	H3.fcs	P12	1.87	4.06	12.27	3.45	31.23	7.13	11.95	107.55	22.56	18.4	8.97	8.28	2.42
51 57 53	SF	Candida A.	NOD2	H4.fcs	P12	2.21	7.16	12.11	6.61	78.8	11.63	8.48	61.2	47.05	30.2	4.19	17.08	5.94
50 50 50	SF	Candida A.	NOD2	H5.fcs	P12	1.61	4.26	6.82	2.43	13.22	7.53	7.94	<5.60	15.62	16.25	3.67	<2.41	4.95
51 54 50	SF	Candida A.	NOD2	H6.fcs	P12	2.53	6.88	11.47	11.97	155.41	14.61	12.84	81.52	52.7	29.12	8.92	21.32	3.65
51 50 50	SF	Candida A.	NOD2	H7.fcs	P12	2.88	12.68	28.05	7.74	81.83	16.4	13.91	<5.60	59.07	10.81	31.06	ND	16.44
51 52 51	SF	Candida A.	NOD2	H8.fcs	P12	0.81	5.96	11.42	2.65	32.41	4.33	14.5	104.84	5.96	26.98	7.29	8.2	6.23
50 57 50	SF	Candida A.	NOD2	H9.fcs	P12	6.34	26.13	2.12	10.23	36.41	14.6	33.14	<5.60	25.06	ND	4.3	ND	10.61
51 55 50	SF	PBS	AtgE	A10.fcs	P13	<1.17	<1.36	<1.74	<1.36	<1.78	<2.40	<2.31	<6.25	2.66	<2.63	<2.49	<2.44	<1.38
50 55 56	SF	PBS	AtgE	A11.fcs	P13	<1.17	<1.36	<1.74	<1.36	<1.78	<2.40	<2.31	<6.25	1.97	<2.63	<2.49	<2.44	<1.38
51 57 49	SF	PBS	AtgE	A12.fcs	P13	<1.17	<1.36	<1.74	<1.36	<1.78	<2.40	<2.31	<6.25	5.4	<2.63	<2.49	<2.44	<1.38
51 48 57	SF	PBS	AtgW	A3.fcs	P13	<1.17	<1.36	<1.74	<1.36	16.71	<2.40	<2.31	<6.25	5.49	<2.63	<2.49	<2.44	<1.38
51 51 57	SF	PBS	AtgW	A4.fcs	P13	<1.17	<1.36	<1.74	<1.36	<1.78	<2.40	<2.31	<6.25	6.94	<2.63	<2.49	<2.44	<1.38
50 49 54	SF	PBS	AtgW	A5.fcs	P13	<1.17	<1.36	<1.74	2.81	202.66	9.11	<2.31	<6.25	12.4	<2.63	<2.49	8.02	<1.38
51 53 53	SF	PBS	AtgW	A6.fcs	P13	<1.17	<1.36	<1.74	3.16	14.38	<2.40	<2.31	<6.25	29.9	<2.63	<2.49	<2.44	<1.38
50 57 49	SF	PBS	AtgW	A7.fcs	P13	<1.17	<1.36	<1.74	<1.36	<1.78	<2.40	<2.31	<6.25	11.49	<2.63	<2.49	<2.44	<1.38
unk	SF	PBS	AtgE	A8.fcs	P13	<1.17	<1.36	<1.74	<1.36	<1.78	<2.40	<2.31	<6.25	11.47	<2.63	<2.49	<2.44	<1.38
50 53 50	SF	PBS	AtgE	A9.fcs	P13	<1.17	<1.36	<1.74	<1.36	3.3	<2.40	<2.31	<6.25	8.97	<2.63	<2.49	<2.44	<1.38
51 55 50	SF	CD3/CD28	AtgE	B10.fcs	P13	<1.17	13.12	3294	155.38	<1.78	<2.40	<2.31	<6.25	494.47	399.77	131.01	59.59	<1.38
50 55 56	SF	CD3/CD29	AtgE	B11.fcs	P13	<1.17	14.81	5778	205.85	<1.78	<2.40	<2.31	<6.25	745.28	416.25	80.14	57.27	<1.38
51 57 49	SF	CD3/CD30	AtgE	B12.fcs	P13	<1.17	1.61	<1.74	1.37	<1.78	<2.40	<2.31	<6.25	9.12	<2.63	8.72	<2.44	<1.38
51 48 57	SF	CD3/CD31	AtgW	B3.fcs	P13	<1.17	26.5	10822	300.67	61.18	10.68	<2.31	<6.25	612.02	480.25	134.5	92.82	<1.38
51 51 57	SF	CD3/CD32	AtgW	B4.fcs	P13	1.34	145.03	3076	116.95	9.4	<2.40	<2.31	<6.25	344.79	294.28	97.43	74.16	<1.38
50 49 54	SF	CD3/CD33	AtgW	B5.fcs	P13	<1.17	85.82	4695	174.99	148.77	22.37	2.36	<6.25	271.8	474.69	184.41	97.33	<1.38
51 53 53	SF	CD3/CD34	AtgW	B6.fcs	P13	<1.17	54	8972	156.07	35.52	<2.40	<2.31	<6.25	482.39	373.65	131.6	171.7	<1.38
50 57 49	SF	CD3/CD35	AtgW	B7.fcs	P13	<1.17	198.4	10396	324.25	5.67	<2.40	<2.31	295.39	665.17	484.13	183.67	201.36	1.42
unk	SF	CD3/CD36	AtgE	B8.fcs	P13	<1.17	<1.36	618.43	3.99	<1.78	<2.40	<2.31	<6.25	17.2	<2.63	2.89	<2.44	<1.38
50 53 50	SF	CD3/CD37	AtgE	B9.fcs	P13	<1.17	45.58	7609	214.04	3.89	<2.40	<2.31	<6.25	505.16	450.63	108.17	64.86	<1.38
51 55 50	SF	Staph A.	AtgE	C10.fcs	P13	<1.17	<1.36	6.11	22.23	<1.78	<2.40	<2.31	<6.25	84.07	2.8	<2.49	<2.44	<1.38
50 55 56	SF	Staph A.	AtgE	C11.fcs	P13	<1.17	<1.36	52.79	72.13	45.38	<2.40	<2.31	<6.25	124.24	5.53	<2.49	<2.44	<1.38
51 57 49	SF	Staph A.	AtgE	C12.fcs	P13	<1.17	<1.36	<1.74	11.6	<1.78	<2.40	<2.31	<6.25	44.72	<2.63	<2.49	<2.44	<1.38
51 48 57	SF	Staph A.	AtgW	C3.fcs	P13	1.24	<1.36	42.6	60.13	481.89	27.33	<2.31	<6.25	374.94	79.93	12.56	34.13	<1.38
51 51 57	SF	Staph A.	AtgW	C4.fcs	P13	<1.17	<1.36	126.23	13.08	40.41	3.6	<2.31	<6.25	52.77	14.65	9.25	4.15	<1.38
50 49 54	SF	Staph A.	AtgW	C5.fcs	P13	3.42	1.86	3036	116.49	1942	107.51	<2.31	<6.25	516.83	297.33	21.51	126.27	<1.38
51 53 53	SF	Staph A.	AtgW	C6.fcs	P13	<1.17	<1.36	24.48	7.78	29.57	<2.40	<2.31	<6.25	57.02	2.68	<2.49	4.85	<1.38
50 57 49	SF	Staph A.	AtgW	C7.fcs	P13	<1.17	<1.36	<1.74	36.77	67.14	<2.40	<2.31	<6.25	127.92	36.47	<2.49	12.15	<1.38
unk	SF	Staph A.	AtgE	C8.fcs	P13	<1.17	<1.36	24.39	19.5	25.55	<2.40	<2.31	<6.25	90.18	12.4	<2.49	9.65	<1.38
50 53 50	SF	Staph A.	AtgE	C9.fcs	P13	<1.17	<1.36	6.96	48.62	346.4	3.06	<2.31	<6.25	244.4	42.65	<2.49	<2.44	<1.38
51 55 50	SF	Pseudomonas A.	AtgE	D10.fcs	P13	<1.17	<1.36	45.99	7.88	36.57	<2.40	<2.31	<6.25	154.42	9.36	<2.49	59.61	<1.38
50 55 56	SF	Pseudomonas A.	AtgE	D11.fcs	P13	<1.17	<1.36	913.62	16.39	207.91	<2.40	<2.31	<6.25	142.31	<2.63	<2.49	80.29	<1.38
51 57 49	SF	Pseudomonas A.	AtgE	D12.fcs	P13	<1.17	<1.36	<1.74	3.3	2.51	<2.40	<2.31	<6.25	119.51	31.7	<2.49	14.2	<1.38
51 48 57	SF	Pseudomonas A.	AtgW	D3.fcs	P13	<1.17	<1.36	1127	23.91	679.3	15.43	<2.31	<6.25	317.64	42.04	3.19	125.76	<1.38
51 51 57	SF	Pseudomonas A.	AtgW	D4.fcs	P13	<1.17	<1.36	765.68	4.32	28.47	<2.40	<2.31	<6.25	74.38	37.13	<2.49	49.13	<1.38
50 49 54	SF	Pseudomonas A.	AtgW	D5.fcs	P13	7.05	<1.36	3829	40.05	2524	53.63	<2.31	79.15	436.25	162.72	7.04	422.99	<1.38
51 53 53	SF	Pseudomonas A.	AtgW	D6.fcs	P13	<1.17	<1.36	51.05	6.82	106.07	2.91	<2.31	<6.25	145.53	46.33	<2.49	101.15	<1.38
50 57 49	SF	Pseudomonas A.	AtgW	D7.fcs	P13	<1.17	<1.36	1641	20.38	222.35	4.85	<2.31	<6.25	235.27	46.12	<2.49	299.74	<1.38
unk	SF	Pseudomonas A.	AtgE	D8.fcs	P13	<1.17	<1.36	1181	18.89	93.43	<2.40	<2.31	<6.25	287.83	75.03	<2.49	236.43	<1.38
50 53 50	SF	Pseudomonas A.	AtgE	D9.fcs	P13	<1.17	<1.36	3.99	7.1	331.65	<2.40	<2.31	<6.25	131.78	<2.63	<2.49	29.73	<1.38
51 55 50	SF	Bacillus S.	AtgE	E10.fcs	P13	<1.17	<1.36	<1.74	3.27	9.57	<2.40	<2.31	<6.25	64.66	<2.63	<2.49	<2.44	<1.38
50 55 56	SF	Bacillus S.	AtgE	E11.fcs	P13	<1.17	<1.36	<1.74	5.2	62.81	<2.40	<2.31	<6.25	84.04	<2.63	<2.49	8.07	<1.38
51 57 49	SF	Bacillus S.	AtgE	E12.fcs	P13	<1.17	<1.36	<1.74	5.64	<1.78	<2.40	<2.31	<6.25	129.76	<2.63	<2.49	<2.44	<1.38
51 48 57	SF	Bacillus S.	AtgW	E3.fcs	P13	<1.17	<1.36	440.49	6.38	375.39	18.76	<2.31	<6.25	69.84	8.9	7.99	5.29	<1.38
51 51 57	SF	Bacillus S.	AtgW	E4.fcs	P13	<1.17	<1.36	<1.74	1.79	6.78	<2.40	<2.31	<6.25	41.88	<2.63	<2.49	4.24	<1.38
50 49 54	SF	Bacillus S.	AtgW	E5.fcs	P13	2.69	<1.36	847.04	20.44	2554	128.25	<2.31	<6.25	322.94	131.86	10.46	144.94	<1.38
51 53 53	SF	Bacillus S.	AtgW	E6.fcs	P13	<1.17	<1.36	<1.74	2.86	27.31	<2.40	<2.31	<6.25	69.87	<2.63	<2.49	13.59	<1.38
50 57 49	SF	Bacillus S.	AtgW	E7.fcs	P13	1.2	<1.36	6.07	7.78	152.04	7.17	<2.31	<6.25	166.28	85.58	<2.49	16.03	<1.38
unk	SF	Bacillus S.	AtgE	E8.fcs	P13	<1.17	<1.36	<1.74	3.94	53.65	<2.40	<2.31	<6.25	87.77	<2.63	<2.49	6.47	<1.38
50 53 50	SF	Bacillus S.	AtgE	E9.fcs	P13	<1.17	<1.36	8.28	5.13	241	<2.40	<2.31	<6.25	87.35	<2.63	<2.49	6.81	<1.38
51 55 50	SF	Clostridium P.	AtgE	F10.fcs	P13	<1.17	<1.36	27.75	26.87	77.62	<2.40	<2.31	<6.25	82.62	<2.63	<2.49	<2.44	<1.38
50 55 56	SF	Clostridium P.	AtgE	F11.fcs	P13	<1.17	<1.36	<1.74	25.79	34.67	<2.40	<2.31	<6.25	47.69	<2.63	<2.49	<2.44	<1.38
51 57 49	SF	Clostridium P.	AtgE	F12.fcs	P13	<1.17	<1.36	<1.74	18.12	<1.78	<2.40	<2.31	<6.25	21.8	<2.63	<2.49	<2.44	<1.38
51 48 57	SF	Clostridium P.	AtgW	F3.fcs	P13	<1.17	<1.36	6.67	38.53	362.49	15.78	<2.31	<6.25	127.28	<2.63	<2.49	8.81	<1.38
51 51 57	SF	Clostridium P.	AtgW	F4.fcs	P13	<1.17	<1.36	7.5	6.5	20.81	<2.40	<2.31	<6.25	15.66	<2.63	<2.49	<2.44	<1.38
50 49 54	SF	Clostridium P.	AtgW	F5.fcs	P13	4.08	<1.36	1905	93.14	1677	46.7	<2.31	<6.25	368.17	91.3	<2.49	19.25	<1.38
51 53 53	SF	Clostridium P.	AtgW	F6.fcs	P13	<1.17	<1.36	<1.74	5.97	36.76	<2.40	<2.31	<6.25	36.17	<2.63	<2.49	16	<1.38
50 57 49	SF	Clostridium P.	AtgW	F7.fcs	P13	<1.17	<1.36	14.22	24.93	94.95	<2.40	<2.31	<6.25	65.34	<2.63	<2.49	13.15	<1.38
unk	SF	Clostridium P.	AtgE	F8.fcs	P13	<1.17	<1.36	54.95	34.02	48.11	<2.40	<2.31	<6.25	90.16	<2.63	<2.49	2.46	<1.38
50 53 50	SF	Clostridium P.	AtgE	F9.fcs	P13	<1.17	<1.36	<1.74	39.72	283.01	<2.40	<2.31	<6.25	139.73	<2.63	<2.49	<2.44	<1.38
51 55 50	SF	Bacteroides V.	AtgE	G10.fcs	P13	<1.17	<1.36	<1.74	23.07	118.88	<2.40	<2.31	<6.25	160.6	<2.63	<2.49	195.83	<1.38
50 55 56	SF	Bacteroides V.	AtgE	G11.fcs	P13	<1.17	<1.36	48.66	25.87	231.11	<2.40	<2.31	<6.25	39.11	<2.63	<2.49	421.87	<1.38
51 57 49	SF	Bacteroides V.	AtgE	G12.fcs	P13	<1.17	<1.36	<1.74	2.81	3.1	<2.40	<2.31	<6.25	87.84	<2.63	<2.49	6.86	<1.38
51 48 57	SF	Bacteroides V.	AtgW	G3.fcs	P13	<1.17	<1.36	<1.74	27.28	579.96	17.55	<2.31	<6.25	240.97	38.61	3.6	208.93	<1.38
51 51 57	SF	Bacteroides V.	AtgW	G4.fcs	P13	<1.17	<1.36	608.52	4.18	40.4	<2.40	3.79	244.58	91.06	22.6	<2.49	247.37	<1.38
50 49 54	SF	Bacteroides V.	AtgW	G5.fcs	P13	2.1	<1.36	274.43	63.5	2422	45.85	<2.31	<6.25	554.5	148.63	8.33	363.05	<1.38
51 53 53	SF	Bacteroides V.	AtgW	G6.fcs	P13	<1.17	<1.36	440.59	6.5	50.38	3.87	<2.31	<6.25	162.16	5.78	<2.49	237.82	<1.38
50 57 49	SF	Bacteroides V.	AtgW	G7.fcs	P13	<1.17	<1.36	815.42	33.38	251.45	<2.40	<2.31	<6.25	354.99	72.06	<2.49	400.36	<1.38
unk	SF	Bacteroides V.	AtgE	G8.fcs	P13	<1.17	<1.36	253.62	25.81	174.3	2.97	<2.31	<6.25	345.44	37.23	<2.49	361.81	<1.38
50 53 50	SF	Bacteroides V.	AtgE	G9.fcs	P13	<1.17	<1.36	88.39	15.07	353.84	<2.40	<2.31	<6.25	209.93	15.41	<2.49	186.49	<1.38
51 55 50	SF	Candida A.	AtgE	H10.fcs	P13	<1.17	<1.36	<1.74	3.3	3.27	<2.40	<2.31	<6.25	6.68	<2.63	<2.49	<2.44	<1.38
50 55 56	SF	Candida A.	AtgE	H11.fcs	P13	<1.17	<1.36	<1.74	<1.36	<1.78	<2.40	<2.31	<6.25	3.06	<2.63	<2.49	<2.44	<1.38
51 57 49	SF	Candida A.	AtgE	H12.fcs	P13	<1.17	<1.36	<1.74	<1.36	<1.78	<2.40	<2.31	<6.25	4.05	<2.63	<2.49	3.03	<1.38
51 48 57	SF	Candida A.	AtgW	H3.fcs	P13	<1.17	<1.36	<1.74	<1.36	<1.78	<2.40	<2.31	<6.25	2.68	<2.63	<2.49	<2.44	<1.38
51 51 57	SF	Candida A.	AtgW	H4.fcs	P13	<1.17	<1.36	<1.74	<1.36	<1.78	<2.40	<2.31	<6.25	5.44	<2.63	7.99	<2.44	<1.38
50 49 54	SF	Candida A.	AtgW	H5.fcs	P13	2.39	<1.36	268.45	9.66	355.82	16.27	<2.31	<6.25	45.51	6.19	17.15	5.43	<1.38
51 53 53	SF	Candida A.	AtgW	H6.fcs	P13	<1.17	<1.36	<1.74	4.36	40.29	<2.40	<2.31	<6.25	39.82	<2.63	<2.49	<2.44	<1.38
50 57 49	SF	Candida A.	AtgW	H7.fcs	P13	<1.17	<1.36	<1.74	2.48	4.62	<2.40	<2.31	<6.25	13.42	<2.63	<2.49	<2.44	<1.38
